"call","grant_type","domain","area","sub_area","reference","title","main_researcher","institution","requested_funds","awarded_funds","feder_funding"
"Concurso 2012","Exploratórios 2012","Ciências da Vida e da Saúde","Neurociências, Envelhecimento e Doenças Degenerativas","Neurociências, Envelhecimento e Doenças Degenerativas - Neurociências - Molecular e Celular","EXPL/NEU-NMC/0331/2012","Silenciamento da Doença de Machado-Joseph pela via sistémica","Rui Jorge Gonçalves Pereira Nobre","Centro de Neurociências e Biologia Celular (CNBC/UC)",48900,48900,41565
"Concurso 2012","Exploratórios 2012","Ciências da Vida e da Saúde","Neurociências, Envelhecimento e Doenças Degenerativas","Neurociências, Envelhecimento e Doenças Degenerativas - Neurociências - Molecular e Celular","EXPL/NEU-NMC/0380/2012","Identificação de novos interatores da via de sinalização de Rho1 envolvidos em transportar a sua mensagem até ao núcleo","Lígia Maria da Silva Tavares","Instituto de Biologia Molecular e Celular (IBMC/UP)",49225,49225,41841.25
"Concurso 2012","Exploratórios 2012","Ciências da Vida e da Saúde","Neurociências, Envelhecimento e Doenças Degenerativas","Neurociências, Envelhecimento e Doenças Degenerativas - Neurociências - Molecular e Celular","EXPL/NEU-NMC/0541/2012","Mecanismos associados à regulação ribosomal durante o desenvolvimento axonal","Rui Miguel Oliveira da Costa","Centro de Neurociências e Biologia Celular (CNBC/UC)",49998,49998,42498.3
"Concurso 2012","Exploratórios 2012","Ciências da Vida e da Saúde","Neurociências, Envelhecimento e Doenças Degenerativas","Neurociências, Envelhecimento e Doenças Degenerativas - Neurociências - Molecular e Celular","EXPL/NEU-NMC/0671/2012","Papel dos receptores P2Y1 na polaridade neuronial e no crescimento axonial: implicações na proliferação das fibras musgosas na epilepsia.","Ricardo Jorge de Alves Rodrigues","Centro de Neurociências e Biologia Celular (CNBC/UC)",48240,48240,41004
"Concurso 2012","Exploratórios 2012","Ciências da Vida e da Saúde","Neurociências, Envelhecimento e Doenças Degenerativas","Neurociências, Envelhecimento e Doenças Degenerativas - Neurociências - Sistemas, Clínica e Comportamento","EXPL/NEU-SCC/0186/2012","Anticorpos anti-apolipoproteina A-I na patogênese da doença de Alzheimer","Ana Maria Herrero Valverde","Faculdade de Ciências Médicas (FCM/UNL)",49978,49978,0
"Concurso 2012","Exploratórios 2012","Ciências Exatas e da Engenharia","Bioengenharia, Biotecnologia e Bioquímica","Bioengenharia, Biotecnologia e Bioquímica - Biologia Estrutural e Proteómica","EXPL/BBB-BEP/0274/2012","Aspectos moleculares da inibição pelo molibdato nas bactérias reductoras de sulfato.","Maria Gabriela Rivas","Fundação da Faculdade de Ciências e Tecnologia (FFCT/FCT/UNL)",40950,40950,0
"Concurso 2012","Exploratórios 2012","Ciências Exatas e da Engenharia","Bioengenharia, Biotecnologia e Bioquímica","Bioengenharia, Biotecnologia e Bioquímica - Biologia Estrutural e Proteómica","EXPL/BBB-BEP/0317/2012","Desenvolvimento de uma plataforma em nanoescala para o enriquecimento de proteases","Rui Miguel Pinheiro Vitorino","Universidade de Aveiro (UA)",49896,49896,42411.6
"Concurso 2012","Exploratórios 2012","Ciências Exatas e da Engenharia","Bioengenharia, Biotecnologia e Bioquímica","Bioengenharia, Biotecnologia e Bioquímica - Biologia Estrutural e Proteómica","EXPL/BBB-BEP/0496/2012","Sistemas melhorados para a produção totalmente in vivo em Escherichia coli de lantibióticos de dois componentes com estruturas diversificadas e investigação do seu modo de acção.","Tânia Isabel Sousa Caetano","Universidade de Aveiro (UA)",44856,44856,38127.6
"Concurso 2012","Exploratórios 2012","Ciências Exatas e da Engenharia","Bioengenharia, Biotecnologia e Bioquímica","Bioengenharia, Biotecnologia e Bioquímica - Biologia Estrutural e Proteómica","EXPL/BBB-BEP/0506/2012","Desenvolvimento de microarrays de coesina para a determinação de especificidades coesina-doquerina de novas espécies cellulolíticas","Benedita Andrade Pinheiro","Fundação da Faculdade de Ciências e Tecnologia (FFCT/FCT/UNL)",43568,43568,0
"Concurso 2012","Exploratórios 2012","Ciências Exatas e da Engenharia","Bioengenharia, Biotecnologia e Bioquímica","Bioengenharia, Biotecnologia e Bioquímica - Bioquímica e Biofísica","EXPL/BBB-BQB/0354/2012","Um sensor de peróxido de hidrogénio numa bactéria anaeróbia: A PerR de Desulfovibrio vulgaris Hildenborough","Isabel Cristina da Costa Garcia Timóteo","Fundação da Faculdade de Ciências e Tecnologia (FFCT/FCT/UNL)",48529,48529,0
"Concurso 2012","Exploratórios 2012","Ciências Exatas e da Engenharia","Bioengenharia, Biotecnologia e Bioquímica","Bioengenharia, Biotecnologia e Bioquímica - Bioquímica e Biofísica","EXPL/BBB-BQB/0546/2012","Formação e funcionamento do Organelo Terminal de Micoplasmas com motilidade: caraterização bioquímica e estrutural do complexo macromolecular ”wheel”.","Bárbara Luísa Machado Calisto","Instituto de Biologia Molecular e Celular (IBMC/UP)",50000,50000,42500
"Concurso 2012","Exploratórios 2012","Ciências Exatas e da Engenharia","Bioengenharia, Biotecnologia e Bioquímica","Bioengenharia, Biotecnologia e Bioquímica - Bioquímica e Biofísica","EXPL/BBB-BQB/0750/2012","Pylori GlicoArrays: Desenvolvimento de ‘microarrays' a partir do glicoma da superfície celular de Helicobacter pylori para aplicação em estudos imunológicos e serológicos","Maria Angelina de Sá Palma","Fundação da Faculdade de Ciências e Tecnologia (FFCT/FCT/UNL)",49800,49800,0
"Concurso 2012","Exploratórios 2012","Ciências Exatas e da Engenharia","Bioengenharia, Biotecnologia e Bioquímica","Bioengenharia, Biotecnologia e Bioquímica - Bioquímica e Biofísica","EXPL/BBB-BQB/0960/2012","Biosíntese, Purificação e Biointeracção da proteina catecol-O-metiltransferase humana soluvel com inibidores da doença de Parkinson","Luis António Paulino Passarinha","Universidade da Beira Interior (UBI)",37512,37512,31885.2
"Concurso 2012","Exploratórios 2012","Ciências Exatas e da Engenharia","Bioengenharia, Biotecnologia e Bioquímica","Bioengenharia, Biotecnologia e Bioquímica - Biotecnologia","EXPL/BBB-BIO/0907/2012","Lysins G-Force: Desenvolvimento de estratégias para aplicação de endolisinas de fagos para o controlo de bactérias Gram-negativas","Sílvio Roberto Branco dos Santos","Universidade do Minho (UM)",46200,46200,39270
"Concurso 2012","Exploratórios 2012","Ciências Exatas e da Engenharia","Bioengenharia, Biotecnologia e Bioquímica","Bioengenharia, Biotecnologia e Bioquímica - Biotecnologia","EXPL/BBB-BIO/1056/2012","Bioseparação e entrega direccionada de pre-miR-29 para aplicação na doença de Alzheimer","Fani Pereira de Sousa","Universidade da Beira Interior (UBI)",37512,37512,31885.2
"Concurso 2012","Exploratórios 2012","Ciências Exatas e da Engenharia","Bioengenharia, Biotecnologia e Bioquímica","Bioengenharia, Biotecnologia e Bioquímica - Engenharia Biológica","EXPL/BBB-EBI/0308/2012","PhageDuction: nova tecnologia de base fágica para introdução eficiente e dirigida de DNA em células heterólogas","Carlos Jorge Sousa de São José","Associação para o Desenvolvimento do Ensino e Investigação da Microbiologia (ADEIM)",49991,49991,0
"Concurso 2012","Exploratórios 2012","Ciências Exatas e da Engenharia","Bioengenharia, Biotecnologia e Bioquímica","Bioengenharia, Biotecnologia e Bioquímica - Engenharia Biológica","EXPL/BBB-EBI/1003/2012","Desenvolvimento de uma estratégia para purificar células estaminais","Cristina Maria da Costa Peixoto Lisboa","Instituto de Biologia Experimental e Tecnológica (IBET)",50000,50000,0
"Concurso 2012","Exploratórios 2012","Ciências Exatas e da Engenharia","Bioengenharia, Biotecnologia e Bioquímica","Bioengenharia, Biotecnologia e Bioquímica - Engenharia de Bioprocessos e Biocatálise","EXPL/BBB-EBB/0790/2012","Aceleração da purificação de biofármacos complexos através de novos processos cromatográficos, técnicas analíticas avançadas e ferramentas computacionais de desenho processual","José Paulo Barbosa Mota","Instituto de Biologia Experimental e Tecnológica (IBET)",50000,50000,0
"Concurso 2012","Exploratórios 2012","Ciências Exatas e da Engenharia","Bioengenharia, Biotecnologia e Bioquímica","Bioengenharia, Biotecnologia e Bioquímica - Imagem e Biossinais","EXPL/BBB-IMG/0500/2012","Instrumentação em fibra óptica para manipulação e análise celular","Pedro Alberto da Silva Jorge","Instituto de Engenharia de Sistemas e Computadores do Porto (INESC Porto/FE/UP)",42379,42379,27454.15
"Concurso 2012","Exploratórios 2012","Ciências Exatas e da Engenharia","Ciência e Engenharia de Materiais","Ciência e Engenharia de Materiais - Cerâmica e Vidro","EXPL/CTM-CER/0637/2012","Aplicação de exopolissacarídeos em pós cerâmicos industriais usados no processo de prensagem a seco unidireccional para optimização do desempenho","Ana Zélia Almeida de França e Miller","Associação do Instituto Superior Técnico para a Investigação e o Desenvolvimento (IST-ID)",49687,49687,0
"Concurso 2012","Exploratórios 2012","Ciências Exatas e da Engenharia","Ciência e Engenharia de Materiais","Ciência e Engenharia de Materiais - Materiais para Produção e Armazenamento de Energia","EXPL/CTM-ENE/0304/2012","Rainbow DSC - Células solares com corantes de alta eficiência via absorção completa do espectro solar","Killian Paulo Kiernan Lobato","Fundação da Faculdade de Ciências (FFC/FC/UL)",47312,47312,0
"Concurso 2012","Exploratórios 2012","Ciências Exatas e da Engenharia","Ciência e Engenharia de Materiais","Ciência e Engenharia de Materiais - Materiais para Produção e Armazenamento de Energia","EXPL/CTM-ENE/0548/2012","Membranas de Celulose Bacteriana para células de combustível de permuta protónica:","Armando Jorge Domingues Silvestre","Universidade de Aveiro (UA)",48082,35082,29819.7
"Concurso 2012","Exploratórios 2012","Ciências Exatas e da Engenharia","Ciência e Engenharia de Materiais","Ciência e Engenharia de Materiais - Nanomateriais e Dispositivos","EXPL/CTM-NAN/0295/2012","Um dispositivo para mapeamento sub-micrométrico da temperatura sob campo magnético","Nuno Joao de Oliveira e Silva","Universidade de Aveiro (UA)",49820,49820,42347
"Concurso 2012","Exploratórios 2012","Ciências Exatas e da Engenharia","Ciência e Engenharia de Materiais","Ciência e Engenharia de Materiais - Nanomateriais e Dispositivos","EXPL/CTM-NAN/0837/2012","Controlo à escala molecular da libertação do fármaco","Quirina Alexandra Tavares Ferreira","Instituto de Telecomunicações (IT)",47568,47568,0
"Concurso 2012","Exploratórios 2012","Ciências Exatas e da Engenharia","Ciência e Engenharia de Materiais","Ciência e Engenharia de Materiais - Nanomateriais e Dispositivos","EXPL/CTM-NAN/1151/2012","Desenvolvimento e caracterização de sistemas micelares poliméricos para o transporte e libertação de fármacos pouco solúveis.","Francisco José de Baptista Veiga","Universidade de Coimbra (UC)",47928,47928,40738.8
"Concurso 2012","Exploratórios 2012","Ciências Exatas e da Engenharia","Ciência e Engenharia de Materiais","Ciência e Engenharia de Materiais - Polímeros e Compósitos","EXPL/CTM-POL/0933/2012","NanoDisperso - Dispersão de Fulerenos Funcionalizados em Nanocompósitos Poliméricos","Carlos Gabriel Pires Morgado Bernardo","Universidade do Minho (UM)",49963,49963,42468.55
"Concurso 2012","Exploratórios 2012","Ciências Exatas e da Engenharia","Ciência e Engenharia de Materiais","Ciência e Engenharia de Materiais - Polímeros e Compósitos","EXPL/CTM-POL/1117/2012","Desenvolvimento de membranas com estruturas magneto-sensíveis - uma abordagem exploratória","Carla Alexandra Moreira Portugal","Fundação da Faculdade de Ciências e Tecnologia (FFCT/FCT/UNL)",41160,41160,0
"Concurso 2012","Exploratórios 2012","Ciências Exatas e da Engenharia","Engenharia Civil e Minas","Engenharia Civil e Minas - Construções","EXPL/ECM-COM/0664/2012","CONSERV-TIMBER - Novo método de conservação de madeira em edifícios antigos","Maria Dulce Silva Franco Henriques","Instituto Superior de Engenharia de Lisboa (ISEL/IPL)",49720,49720,0
"Concurso 2012","Exploratórios 2012","Ciências Exatas e da Engenharia","Engenharia Civil e Minas","Engenharia Civil e Minas - Construções","EXPL/ECM-COM/0928/2012","Incorporação de residuos de cerâmica em argamassas de reabilitação","Maria Isabel Morais Torres","Universidade de Coimbra (UC)",49810,49810,37680.5
"Concurso 2012","Exploratórios 2012","Ciências Exatas e da Engenharia","Engenharia Eletrotécnica e Engenharia Informática","Engenharia Eletrotécnica e Engenharia Informática - Eletrónica e Computadores","EXPL/EEI-ELC/0930/2012","Imagem dos Núcleos da Base a partir da Tomografia por Indução Magnética","Raúl Daniel Lavado Carneiro Martins","Instituto de Telecomunicações (IT)",49988,49988,0
"Concurso 2012","Exploratórios 2012","Ciências Exatas e da Engenharia","Engenharia Eletrotécnica e Engenharia Informática","Engenharia Eletrotécnica e Engenharia Informática - Eletrónica e Computadores","EXPL/EEI-ELC/1016/2012","QCell - Célula de lógica configurável para FPGAs Quaternárias","Paulo Ferreira Godinho Flores","Instituto de Engenharia de Sistemas e Computadores, Investigação e Desenvolvimento em Lisboa (INESC ID/INESC/IST/UTL)",49990,49990,0
"Concurso 2012","Exploratórios 2012","Ciências Exatas e da Engenharia","Engenharia Eletrotécnica e Engenharia Informática","Engenharia Eletrotécnica e Engenharia Informática - Eletrónica e Computadores","EXPL/EEI-ELC/1029/2012","Uma plataforma de elevado débito para biodetecção magnetoresistiva","José António Henriques Germano","Instituto de Engenharia de Sistemas e Computadores, Investigação e Desenvolvimento em Lisboa (INESC ID/INESC/IST/UTL)",47264,47264,0
"Concurso 2012","Exploratórios 2012","Ciências Exatas e da Engenharia","Engenharia Eletrotécnica e Engenharia Informática","Engenharia Eletrotécnica e Engenharia Informática - Sistemas Inteligentes, Interação e Multimédia","EXPL/EEI-SII/0902/2012","Caracterização de locais com base em sensores e interacções","Filipe Miguel Lopes Meneses","Universidade do Minho (UM)",47492,47492,40368.2
"Concurso 2012","Exploratórios 2012","Ciências Exatas e da Engenharia","Engenharia Mecânica e Sistemas de Engenharia","Engenharia Mecânica e Sistemas de Engenharia - Energia e Ambiente","EXPL/EMS-ENE/1078/2012","ESIBITS - Avaliação de sustentabilidade da produção industrial de biohidrogénio a partir de microalgas, e integração em sistemas de transporte de táxi/autocarro.","Carla Alexandra Monteiro da Silva","Instituto de Engenharia Mecânica (IDMEC)",41928,41928,0
"Concurso 2012","Exploratórios 2012","Ciências Exatas e da Engenharia","Física","Física - Física Atómica e Molecular","EXPL/FIS-ATO/0776/2012","Quantificação em espetrometria por fluorescência de raios-X através de métodos de Monte Carlo","Jorge Miguel de Brito Almeida Sampaio","Fundação da Faculdade de Ciências (FFC/FC/UL)",27293,27293,0
"Concurso 2012","Exploratórios 2012","Ciências Exatas e da Engenharia","Física","Física - Física dos Plasmas e Fusão Nuclear","EXPL/FIS-PLA/0834/2012","Electrões entrançados: das luminusidades extremas à astrofísica no laboratório","Jorge Miguel Ramos Domingues Ferreira Vieira","Associação do Instituto Superior Técnico para a Investigação e o Desenvolvimento (IST-ID)",37500,37500,0
